State,County,Working Link,Link Type,Search Process,Update Time,Data Type,Person Crawling,Notes (WRITE A NOTE IF HISTORY EXISTS FOR THE STATE),Crawl Status,Working,Extra Link 1,Extra Link 2,Update,Extra Notes
Pennsylvania,washington,http://www.co.washington.pa.us/116/Commitment-Report,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,westmoreland,https://apps.co.westmoreland.pa.us/prison/PrisonInmates/Prison_inmates.asp,Direct,Manual,Day,html,,,Inactive,,,,,
Pennsylvania,york,https://yorkcountypa.gov/images/pdf/prison/prison-female.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
South Carolina,beaufort,http://mugshots.bcgov.net/booked3.xml,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,cherokee,https://cherokee-so-sc.zuercherportal.com/#/inmates,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,chester,http://www.cherokeecountysheriff.net/detention-center.html,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,darlington,http://24.106.185.194/dcn/inmates,,Alex,,Inactive,,,,,,,,
South Carolina,greenville,https://app.greenvillecounty.org/inmate_search.htm,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,horry,https://p2c.cityofmyrtlebeach.com/p2c/jailinmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,marion,http://www.marionsc.org/inmates,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,newberry,http://info.legacyinmate.com/newberry/,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,oconee,https://oconee-so-sc.zuercherportal.com/#/inmates,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,pickens,http://www.pickenscodetention.org/dcn/inmates,Alex,,Inactive,,,,,,,,,
South Carolina,richland,https://jail.richlandonline.com/public/default.aspx,Direct,Manual,Day,html,,Captcha Present,Inactive,,,,,
South Carolina,spartanburg,http://www.spartanburgsheriff.org/bookings.php,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,sumter,http://p2c.sumtercountysc.org/jailinmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
South Carolina,york,http://inmatesinjail.yorkcountygov.com/detentioncenter/inmatesinjail.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
South Dakota,brookings,http://bereadybrookings.com/zuercher/Current_Inmates.pdf,Direct,Manual,Day,html,,,Inactive,,,,,
South Dakota,clay,https://clay-so-sd.zuercherportal.com/#/inmates,Direct,Manual,Day,html,,,Inactive,,,,,
South Dakota,lake,http://www.lake.sd.gov/custom/jail,Direct,Manual,Day,html,,,Inactive,,,,,
South Dakota,minnehaha,http://web.minnehahacounty.org/dept/so/jailInmateInfo/browseJailInmate.php,Direct,Manual,Day,html,,Updates every 15 mins,Inactive,,,,,
South Dakota,spink,http://www.spinkcounty-sdwarrants.com/,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,anderson,http://www.tnacso.net/jail/,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,carter1,http://www.sheriff.cc/home/about-us/detention-center/current-inmates/,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,carter2,https://omsweb.public-safety-cloud.com/jtclientweb/(S(2dulqfxvbjgtvdedkhf2mo2f))/jailtracker/index/Carter_County_TN/,Andrea,,Inactive,,,,,,,,,
Tennessee,cumberland,http://list.cumberlandcounty.org/,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,dyer,http://www.dyercountysheriff.com/public-jail-roster,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,giles,http://www.gilessd.com/giles_inmate_list.html,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,hamilton,http://www.hcsheriff.gov/cor/iio/full_list.php,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,hardeman,http://hardemancountysheriff.org/?page_id=499,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,houston,http://www.hcsotn.org/node/2,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,humphreys,http://humphreyscountysheriff.org/page.php?id=9,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,knox,http://www.knoxsheriff.org/inmate/index.php,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,lawrence,http://lawrencecountytnsheriff.org/divisions/administration/2-uncategorised/41-current-inmates,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,loudon,http://www.lcsotn.com/inmate_now_a.html,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,mcminn,http://mcminncotn.offenderindex.com/,http://www.mcminncountytn.gov/sheriffs_dept.html,http://www.usacountyrecords.com/state/tennessee/jails/mcminn-county-tn-jail-inmates/,https://bustednewspaper.com/category/tn-mugshots/tn-mcminn/,Alex,,Inactive,,,,,,
Tennessee,obion,http://www.obioncountysheriff.com/inmates.php,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,polk,http://www.polkgovernment.com/sheriff.php,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,putnam,http://smartweb.pcso.us/smartwebclient/jail.aspx,Direct,Manual,Day,html,DMJ,,Inactive,,,,,
Tennessee,robertson,http://50.234.4.112/dcn/inmates,,,Alex,,Inactive,,,,,,,
Tennessee,sevier,http://scso.seviercountytn.org/,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,shelby,http://injail.shelby-sheriff.org/kiosk_.php,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,stewart,http://104.201.108.242/,Direct,Manual,Day,html,,,Inactive,,,,,
Tennessee,washington,http://www.wcso.net/data/media%20intake%20summary.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Tennessee,wayne,http://69.131.167.234:8080/DCN/inmates,http://www.waynetnso.com/,http://69.131.167.234:8080/DCN/,https://bustednewspaper.com/category/tn-mugshots/tn-wayne/,Alex,,Inactive,,,,,,
Texas,amarillo,http://www.rc-sheriff.com/jail-roster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Texas,aransas,https://www.aransascounty.org/detentioncenter/inmates.php,Direct,Manual,Day,html,,,Inactive,,,,,
Texas,bell,http://www.bellcountydetention.com/bell_inmatelist.html,Direct,Manual,Day,html,,,Inactive,,,,,
Texas,bexar,https://www.bexar.org/722/Jail-Activity-Reports,Direct,Manual,Day,html,,,Inactive,,,,,
Texas,denton,https://dpdjailview.cityofdenton.com/,Direct,Manual,Day,html,,,Inactive,,,,,
Texas,ector,http://www.ectorcountysheriff.us/daily.txt,Direct,Direct,Day,txt,,,Inactive,,,,,
Texas,hood,https://www.co.hood.tx.us/365/Bond-Page,Direct,Manual,Day,html,,Captcha Present,Inactive,,,,,
Texas,irving,https://www.cityofirving.org/906/Irving-City-Jail,Direct,Manual,Day,html,,,Inactive,,,,,
Texas,kaufman,http://12.14.175.12/dcn/inmateGrid.aspx,,Alex,,Inactive,,,,,,,,
Texas,mansfield,https://p2c.mansfieldtexas.gov/jailinmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Texas,McLennan,https://www.co.mclennan.tx.us/CivicAlerts.aspx?AID=25,Direct,Manual,Day,html,,,Inactive,,,,,
Texas,pearland,https://p2c.pearlandtx.gov/jailinmates.aspx,,Andrea,,Inactive,,,,,,,,
Texas,randall,http://www.rc-sheriff.com/jail-roster.php,Direct,Manual,Day,html,,,Inactive,,,,,
Texas,webster,http://p2c.websterpd.com/jailinmates.aspx,,Andrea,,Inactive,,,,,,,,
Texas,wise,http://co.wise.tx.us/jailroster.pdf,Direct,Manual,Day,html,,,Inactive,,,,,
Utah,cache,http://www.cachesheriff.org/news/inmate-roster.html,http://www.cachesheriff.org/,http://www.cachesheriff.org/news/inmate-roster.html,Nate,,Inactive,,,,,,,
Utah,carbon,https://www.carbon.utah.gov/Administration/Public-Safety/Jail-Bookings,Direct,Manual,Day,html,,,Inactive,,,,,
Utah,garfield,http://gcutsheriff.com/inmate-booking/,Direct,Manual,Day,html,,,Inactive,,,,,
Utah,grand,https://www.grandcountyutah.net/947/Jail-Inmate-List,Direct,Manual,Day,html,,,Inactive,,,,,
Utah,iron,https://www.ironsheriff.net/jail/inmate-bookings/,Direct,Manual,Day,html,,,Inactive,,,,,
Utah,sanpete,http://www.sanpetesheriff.org/Booking.html,Direct,Manual,Day,html,,,Inactive,,,,,
Utah,utah,http://www.co.utah.ut.us/Dept/Sheriff/Corrections/InmateActiveResults.asp,Direct,Manual,Day,html,,,Inactive,,,,,
Utah,wasatch,https://www.wasatch.utah.gov/Sheriff#65537-corrections-and-court-security-jail,Direct,Manual,Day,html,,,Inactive,,,,,
Utah,weber,http://www.webercountyutah.gov/sheriff/roster/index.php,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"alexandria, city of",https://apps.alexandriava.gov/CrimeReport/,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"bedford, city of",https://virginia.arrests.org/index.php?county=671,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,buchanan,http://inmate.co.buchanan.mo.us/NewWorld.InmateInquiry/buchananco?Page=1,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,campbell,https://virginia.arrests.org/index.php?county=672,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,caroline,https://co.caroline.va.us/348/Sheriffs-Office,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,clarke,https://www.nradc.com/inmate-information,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"danville, city of",https://p2c.danvilleva.gov/jailinmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"fairfax, city of",https://www.rapsheets.org/virginia/fairfax-jail-search.php,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"franklin, city of",http://wvrjinmates.westernvaregionaljail.org:8085/IML,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,greensville,https://vadoc.virginia.gov/offenders/locator/index.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,hailfax,http://plnet.brrja.state.va.us/halifax/,Direct,Manual,Day,html,,Captcha Present,Inactive,,,,,
Virginia,hanover,https://www.hanovercounty.gov/232/Pamunkey-Regional-Jail,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"harrisonburg, city of",https://www.inmateaid.com/prisons/rockinghamharrisonburg-regional-jail-va,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,highland,https://www.middleriverregionaljail.org/,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,isle of wight,https://omsweb.public-safety-cloud.com/jtclientweb/(S(w2b3bnux1nhcjf1whbzl2ooi))/jailtracker/index/Western_Tidewater_VA,http://www.wtrj.org/,https://omsweb.public-safety-cloud.com/jtclientweb/(S(w2b3bnux1nhcjf1whbzl2ooi))/jailtracker/index/Western_Tidewater_VA,Andrea,,Inactive,,,,,,,
Virginia,james city,http://www.vprj.net/,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,lee,https://www.leecountysheriff.net,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"lynchburg, city of",http://plnet.brrja.state.va.us/lynchburg/,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,montgomery,https://www.montgomerycountyva.gov/content/15987/16013/16293/18241.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,norfolk,https://norfolk-sheriff.com/index.php/inmates,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"poquoson, city of",http://www.vprj.net/,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"portsmouth, city of",http://www2.portsmouthva.gov/ppd/ArrestIncidents/arrestsearchresults2.asp,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,prince edward,http://www.pwcgov.org/government/dept/adc/Pages/Inmate-Information.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,prince george,http://inmatelookup.princegeorgescountymd.gov/IML,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,pulaski,http://www.nrvrj.org/,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"richmond, city of",http://eservices.ci.richmond.va.us/applications/Sheriff/InmateSearch/Default.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"roanoke, city of",http://roanokeweb.roanokeva.gov/inmatesearch/,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,russell,http://www.swvrja.org/,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"staunton, city of",https://www.ci.staunton.va.us/departments/police/staunton-s-most-wanted,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,"suffolk, city of",https://omsweb.public-safety-cloud.com/jtclientweb/(S(n3o33mrvmmfgqbl2uexs5roa))/jailtracker/index/Western_Tidewater_VA,http://www.wtrj.org/,https://omsweb.public-safety-cloud.com/jtclientweb/(S(n3o33mrvmmfgqbl2uexs5roa))/jailtracker/index/Western_Tidewater_VA,Andrea,,Inactive,,,,,,,
Virginia,"virginia beach, city of",http://inmateinfo.vbso.net:8083/IML,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,virginia peninsula,http://www.vprj.net/InmateRoster/VPRJ_inmatelist.html,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,warsaw,http://www.nnrj.state.va.us/XJailWebSite/CurrentInmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,west virginia,http://wvrjinmates.westernvaregionaljail.org:8085/IML,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,westmoreland,http://www.nnrj.state.va.us/XJailWebSite/CurrentInmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,Williamsburg,http://www.vprj.net/,Direct,Manual,Day,html,,,Inactive,,,,,
Virginia,York,http://www.vprj.net/,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,adams,http://www.co.adams.wa.us/jail_roster/jailroster.htm,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,benton,http://www.co.benton.wa.us/pView.aspx?id=1803&catid=45,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,chelan,http://www.co.chelan.wa.us/files/regional-jail/ftpdata/CCRJ_Inmate_List.txt,Direct,Direct,Day,text,,,Inactive,,,,,
Washington,clallam,http://www.clallam.net/sheriff/corrections.html,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,clark,https://www.clark.wa.gov/sheriff/jail-roster,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,cowlitz,http://apps.co.cowlitz.wa.us/CCCD/Custody/default/Index.html,Direct,Manual,Day,html,,Data can be exported in any format needed,Inactive,,,,,
Washington,ferry,http://www.ferry-county.com/Courts%20and%20Law/Inmate%20Roster/Inmate_Roster_Page.html,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,franklin,http://www.co.franklin.wa.us/sheriff/corrections.php,Direct,Direct,Day,pdf,,,Inactive,,,,,
Washington,grant,http://www.grantcountywa.gov/SHERIFF/Corrections/Inmate-Roster.htm,Direct,Direct,Day,pdf,,,Inactive,,,,,
Washington,island,https://www.islandcountywa.gov/Corrections/Pages/JailRoster.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,issaquahwa,http://products.issaquahwa.gov/jail/,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,jefferson,http://www.co.jefferson.wa.us/174/Jail-Inmate-Search,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,king,https://ingress.kingcounty.gov/Public/JILS/default.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,kitsap,https://www.kitsapgov.com/sheriff/Pages/InCustody.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,klickitat,https://www.klickitatcounty.org/DocumentCenter/View/1416/Booking-Roster,Direct,Direct,Day,pdf,,,Inactive,,,,,
Washington,lewis,http://jail.lewiscountywa.gov/,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,marysville,http://jailregister.snopac911.us/Marysville,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,mason,http://so.co.mason.wa.us/documents/incustdy.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Washington,okanogan,http://okanogansheriff.org/logs/inmates.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Washington,pacific,http://co.pacific.wa.us/sheriff/corrections/,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,pasco,https://pascosheriff.com/in-custody/,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,skamania,http://skamaniasheriff.com/corrections/daily-population/,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,snohomish,http://jailregister.snopac911.us/SCSO,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,spokane,http://www.spokanecounty.org/352/Inmate-Roster,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,stevens1,http://www.co.stevens.wa.us/Sheriff%20Jail/roster/CurrentInmateRoster.htm,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,stevens2,http://sheriff.stevenscountywa.gov/wp/jail/,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,thurston,http://www.co.thurston.wa.us/sheriff/bureau-corrections-roster-search.asp?mod=fourth,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,yakima,https://yakimapolice.org/city-jail/jail-roster/,Direct,Manual,Day,html,,,Inactive,,,,,
Washington,yakima county,http://www.yakimaco.us/inmatelookup/YcDocPublicIncarcerated.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
West Virginia,harrison,https://apps.wv.gov/OIS/OffenderSearch/RJA/Offender,Direct,Manual,Day,html,,Captcha Present,Inactive,,,,,
West Virginia,lewis,http://lewiscountywatch.com/lewis-county-jail-roster/,Direct,Manual,Day,html,,,Inactive,,,,,
West Virginia,marshall,https://apps.wv.gov/OIS/OffenderSearch/RJA/Offender,Direct,Manual,Day,html,,Captcha Present,Inactive,,,,,
West Virginia,morgan,https://dcr.wv.gov/Pages/default.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,barron,http://www.co.barron.wi.us/inmates.cfm,,Andrea,,Inactive,,,,,,,,
Wisconsin,burnett,http://wi-burnettcounty.civicplus.com/DocumentView.aspx?DID=341,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,calumet,http://www.co.calumet.wi.us/index.aspx?NID=214,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,chippewa,http://www.co.chippewa.wi.us/government/sheriff/county-jail,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,columbia,http://www.co.columbia.wi.us/columbiacounty/sheriff/Divisons/CountyJail/tabid/578/Default.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,dodge,https://www.co.dodge.wi.gov/government/departments-p-z/sheriff/warrants,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,douglas,https://www.sheriffofdouglascountywi.org/roster.php,https://www.sheriffofdouglascountywi.org/page.php?id=9,Andrea,,Inactive,,,,,,,,
Wisconsin,dunn,https://www.co.dunn.wi.us/jail,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,eau claire,http://www.eauclairecounty.org/Jail/jailroster.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Wisconsin,forest,http://www.co.forest.wi.gov/localgov_departments_details.asp?deptid=393&locid=145,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,jackson,https://www.co.jackson.wi.us/?SEC=5F91D884-9BBC-45CA-B74D-AD3A42E6603C,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,juneau,http://www.wrjc.com/wp-content/uploads/2019/03/jail-roster.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Wisconsin,kenosha,https://www.kenoshacounty.org/1815/Inmate-Searches,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,la crosse,http://www.co.la-crosse.wi.us/InmateView/,,Nate,,Inactive,,,,,,,,
Wisconsin,manitowoc,http://www.co.manitowoc.wi.us/PrisonerListing/Prisoner_List.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Wisconsin,outagamie,http://cms6ftp.visioninternet.com/outagamiecountywi/Current%20Inmate%20List%20Public.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Wisconsin,pepin,http://www.pepincountysheriff.org/wp-content/uploads/2018/04/int44.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Wisconsin,pierce,http://www.co.pierce.wi.us/Law%20Enforcement/Jail_Roster.html,Direct,Manual,Day,html,,,Inactive,,,,,
Wisconsin,polk,http://www2.co.polk.wi.us/law/docs/rptInmateRoster.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Wisconsin,price,https://www.co.price.wi.us/664/Current-Inmate-List,https://www.co.price.wi.us/658/Price-County-Jail,Alex,,Inactive,,,,,,,,
Wisconsin,sawyer,http://www.sawyersheriff.org/?page_id=37,http://www.sawyersheriff.org/?page_id=89,Nate,,Inactive,,,,,,,,
Wisconsin,trempealeau,http://tremplocounty.com/inmatelocator/,http://www.tremplocounty.com/tchome/sheriff/jail.aspx,http://tremplocounty.com/inmatelocator/,Nate,,Inactive,,,,,,,
Wisconsin,vilas,http://www.vilascountywi.gov/jail/rpjlciolao.pdf,https://vilascountywi.gov/dept/VCSD/index.html,http://www.usacountyrecords.com/state/wisconsin/jails/vilas-county-wi-jail-inmates/,Nate,,Inactive,,,,,,,
Wyoming,laramie,https://www.larimer.org/sheriff/jail-info/jail-population#/totals,Direct,Manual,Day,html,,,Inactive,,,,,
Wyoming,lincoln,http://inmateroster.lincolncountysheriff.us/,https://www.lcwy.org/departments/sheriff/detention.php,Andrea,,Inactive,,,,,,,,
Wyoming,sheridan,http://www.sheridancounty.com/wp-content/uploads/dlm_uploads/ARRESTS-AND-DETENTION.pdf,Direct,Direct,Day,pdf,,,Inactive,,,,,
Wyoming,sweet water,https://sweetwater911.org/apps/jailroster/,Direct,Manual,Day,html,,,Inactive,,,,,
Wyoming,teton,http://www.tetonsheriff.org/detention_inmates.aspx,Direct,Manual,Day,html,,,Inactive,,,,,
